epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,6495.44,1.132,0.54053,1.18408,0.87711,0.86115,0.89223,0.40418,2.02903,0.76712,1.97938,0.000148696,0.000148696,0.000148696
186,6528.32,1.07969,0.52033,1.18412,0.89042,0.86761,0.90283,0.40599,2.0295,0.78106,1.9847,0.000140445,0.000140445,0.000140445
187,6561.04,1.10232,0.53073,1.1769,0.89082,0.84589,0.89502,0.41275,2.01742,0.77799,1.97478,0.000132193,0.000132193,0.000132193
188,6593.94,1.09702,0.52968,1.18938,0.89036,0.86518,0.8936,0.40631,2.02276,0.77814,1.98154,0.000123941,0.000123941,0.000123941
189,6627.32,1.11238,0.52768,1.18341,0.8855,0.86698,0.88839,0.3994,2.03291,0.77323,1.99994,0.00011569,0.00011569,0.00011569
190,6660.75,1.12284,0.5471,1.19644,0.89024,0.8683,0.89171,0.39876,2.03311,0.78744,2.00317,0.000107438,0.000107438,0.000107438
191,6716.37,1.09205,0.49175,1.21519,0.87594,0.84296,0.88188,0.3969,2.05245,0.78132,2.01204,9.91865e-05,9.91865e-05,9.91865e-05
192,6749.53,1.06233,0.48469,1.23102,0.86605,0.87328,0.89578,0.40413,2.02894,0.76733,1.98116,9.09349e-05,9.09349e-05,9.09349e-05
193,6782.66,1.05555,0.48927,1.22824,0.89027,0.84008,0.89051,0.4073,2.03688,0.77014,1.98767,8.26832e-05,8.26832e-05,8.26832e-05
194,6815.8,1.03492,0.47393,1.18795,0.91122,0.83765,0.89271,0.40846,2.03827,0.78254,2.00367,7.44316e-05,7.44316e-05,7.44316e-05
195,6848.94,1.06337,0.47749,1.22839,0.89121,0.83646,0.88947,0.40758,2.03566,0.76926,1.99828,6.61799e-05,6.61799e-05,6.61799e-05
196,6882.17,1.02352,0.46662,1.18509,0.90769,0.83231,0.89027,0.40704,2.03615,0.77074,1.99562,5.79283e-05,5.79283e-05,5.79283e-05
197,6915.47,1.03501,0.47282,1.21586,0.87124,0.86875,0.89866,0.41212,2.028,0.77139,1.99453,4.96766e-05,4.96766e-05,4.96766e-05
198,6948.75,1.0171,0.46119,1.1799,0.86583,0.86483,0.89086,0.40824,2.02845,0.7702,1.99715,4.1425e-05,4.1425e-05,4.1425e-05
199,6981.99,1.03436,0.46984,1.19362,0.87753,0.86526,0.89554,0.40598,2.04191,0.78078,2.00614,3.31733e-05,3.31733e-05,3.31733e-05
200,7015.16,1.01361,0.4621,1.19262,0.87851,0.85377,0.88792,0.4084,2.04354,0.78614,2.01194,2.49217e-05,2.49217e-05,2.49217e-05
